station_id,station_reason,temperature_obs,time_utc,timestamp_pipeline,wind_obs
SN30247,fallback_data,8.4,2026-05-11 07:10:00+00:00,2026-05-11 10:35:52.279993+00:00,
SN30247,fallback_data,8.5,2026-05-11 07:20:00+00:00,2026-05-11 10:35:52.279993+00:00,
SN30247,fallback_data,8.1,2026-05-11 07:30:00+00:00,2026-05-11 10:35:52.279994+00:00,
SN30247,fallback_data,8.4,2026-05-11 07:40:00+00:00,2026-05-11 10:35:52.279995+00:00,
SN30247,fallback_data,9.1,2026-05-11 07:50:00+00:00,2026-05-11 10:35:52.279996+00:00,
SN30247,fallback_data,9.7,2026-05-11 08:00:00+00:00,2026-05-11 10:35:52.279997+00:00,
SN30247,fallback_data,9.2,2026-05-11 08:10:00+00:00,2026-05-11 10:35:52.279998+00:00,
SN30247,fallback_data,8.8,2026-05-11 08:20:00+00:00,2026-05-11 10:35:52.279999+00:00,
SN30247,fallback_data,9.9,2026-05-11 08:30:00+00:00,2026-05-11 10:35:52.279999+00:00,
SN30247,fallback_data,9.2,2026-05-11 08:40:00+00:00,2026-05-11 10:35:52.280000+00:00,
SN30247,fallback_data,9.2,2026-05-11 08:50:00+00:00,2026-05-11 10:35:52.280001+00:00,
SN30247,fallback_data,10.4,2026-05-11 09:00:00+00:00,2026-05-11 10:35:52.280002+00:00,
SN30247,fallback_data,9.9,2026-05-11 09:10:00+00:00,2026-05-11 10:35:52.280003+00:00,
SN30247,fallback_data,10.6,2026-05-11 09:20:00+00:00,2026-05-11 10:35:52.280004+00:00,
SN30247,fallback_data,10.9,2026-05-11 09:30:00+00:00,2026-05-11 10:35:52.280005+00:00,
SN30247,fallback_data,10.5,2026-05-11 09:40:00+00:00,2026-05-11 10:35:52.280005+00:00,
SN30247,fallback_data,10.5,2026-05-11 09:50:00+00:00,2026-05-11 10:35:52.280006+00:00,
SN30247,fallback_data,10.3,2026-05-11 10:00:00+00:00,2026-05-11 10:35:52.280007+00:00,
SN30247,fallback_data,10.2,2026-05-11 10:10:00+00:00,2026-05-11 10:35:52.280008+00:00,
SN30247,fallback_data,11.3,2026-05-11 10:20:00+00:00,2026-05-11 10:35:52.280009+00:00,
SN30247,fallback_data,11.0,2026-05-11 10:30:00+00:00,2026-05-11 13:45:59.033783+00:00,
SN30247,fallback_data,10.5,2026-05-11 10:40:00+00:00,2026-05-11 13:45:59.033784+00:00,
SN30247,fallback_data,11.5,2026-05-11 10:50:00+00:00,2026-05-11 13:45:59.033785+00:00,
SN30247,fallback_data,11.5,2026-05-11 11:00:00+00:00,2026-05-11 13:45:59.033785+00:00,
SN30247,fallback_data,11.5,2026-05-11 11:10:00+00:00,2026-05-11 13:45:59.033786+00:00,
SN30247,fallback_data,11.4,2026-05-11 11:20:00+00:00,2026-05-11 13:45:59.033787+00:00,
SN30247,fallback_data,11.4,2026-05-11 11:30:00+00:00,2026-05-11 13:45:59.033788+00:00,
SN30247,fallback_data,11.5,2026-05-11 11:40:00+00:00,2026-05-11 13:45:59.033788+00:00,
SN30247,fallback_data,11.3,2026-05-11 11:50:00+00:00,2026-05-11 13:45:59.033789+00:00,
SN30247,fallback_data,11.0,2026-05-11 12:00:00+00:00,2026-05-11 13:45:59.033790+00:00,
SN30247,fallback_data,11.3,2026-05-11 12:10:00+00:00,2026-05-11 13:45:59.033791+00:00,
SN30247,fallback_data,11.3,2026-05-11 12:20:00+00:00,2026-05-11 13:45:59.033792+00:00,
SN30247,fallback_data,10.3,2026-05-11 12:30:00+00:00,2026-05-11 13:45:59.033793+00:00,
SN30247,fallback_data,11.4,2026-05-11 12:40:00+00:00,2026-05-11 13:45:59.033794+00:00,
SN30247,fallback_data,10.0,2026-05-11 12:50:00+00:00,2026-05-11 13:45:59.033795+00:00,
SN30247,fallback_data,10.5,2026-05-11 13:00:00+00:00,2026-05-11 13:45:59.033795+00:00,
SN30247,fallback_data,10.7,2026-05-11 13:10:00+00:00,2026-05-11 13:45:59.033796+00:00,
SN30247,fallback_data,10.6,2026-05-11 13:20:00+00:00,2026-05-11 13:45:59.033797+00:00,
SN30247,fallback_data,9.9,2026-05-11 13:30:00+00:00,2026-05-11 13:45:59.033798+00:00,
SN30247,fallback_data,10.4,2026-05-11 13:40:00+00:00,2026-05-11 16:30:49.059615+00:00,
SN30247,fallback_data,10.9,2026-05-11 13:50:00+00:00,2026-05-11 16:30:49.059616+00:00,
SN30247,fallback_data,10.5,2026-05-11 14:00:00+00:00,2026-05-11 16:30:49.059617+00:00,
SN30247,fallback_data,10.0,2026-05-11 14:10:00+00:00,2026-05-11 16:30:49.059618+00:00,
SN30247,fallback_data,10.8,2026-05-11 14:20:00+00:00,2026-05-11 16:30:49.059619+00:00,
SN30247,fallback_data,11.2,2026-05-11 14:30:00+00:00,2026-05-11 16:30:49.059620+00:00,
SN30247,fallback_data,10.8,2026-05-11 14:40:00+00:00,2026-05-11 16:30:49.059621+00:00,
SN30247,fallback_data,10.9,2026-05-11 14:50:00+00:00,2026-05-11 16:30:49.059622+00:00,
SN30247,fallback_data,10.4,2026-05-11 15:00:00+00:00,2026-05-11 16:30:49.059623+00:00,
SN30247,fallback_data,10.7,2026-05-11 15:10:00+00:00,2026-05-11 16:30:49.059624+00:00,
SN30247,fallback_data,11.2,2026-05-11 15:20:00+00:00,2026-05-11 16:30:49.059625+00:00,
SN30247,fallback_data,12.1,2026-05-11 15:30:00+00:00,2026-05-11 16:30:49.059626+00:00,
SN30247,fallback_data,11.7,2026-05-11 15:40:00+00:00,2026-05-11 16:30:49.059627+00:00,
SN30247,fallback_data,10.8,2026-05-11 15:50:00+00:00,2026-05-11 16:30:49.059628+00:00,
SN30247,fallback_data,10.1,2026-05-11 16:00:00+00:00,2026-05-11 16:30:49.059629+00:00,
SN30247,fallback_data,9.6,2026-05-11 16:10:00+00:00,2026-05-11 16:30:49.059630+00:00,
SN30247,fallback_data,9.5,2026-05-11 16:20:00+00:00,2026-05-11 18:55:56.787257+00:00,
SN30247,fallback_data,9.7,2026-05-11 16:30:00+00:00,2026-05-11 18:55:56.787258+00:00,
SN30247,fallback_data,9.5,2026-05-11 16:40:00+00:00,2026-05-11 18:55:56.787259+00:00,
SN30247,fallback_data,9.3,2026-05-11 16:50:00+00:00,2026-05-11 18:55:56.787260+00:00,
SN30247,fallback_data,9.4,2026-05-11 17:00:00+00:00,2026-05-11 18:55:56.787261+00:00,
SN30247,fallback_data,9.2,2026-05-11 17:10:00+00:00,2026-05-11 18:55:56.787262+00:00,
SN30247,fallback_data,9.2,2026-05-11 17:20:00+00:00,2026-05-11 18:55:56.787263+00:00,
SN30247,fallback_data,9.8,2026-05-11 17:30:00+00:00,2026-05-11 18:55:56.787265+00:00,
SN30247,fallback_data,9.6,2026-05-11 17:40:00+00:00,2026-05-11 18:55:56.787265+00:00,
SN30247,fallback_data,9.4,2026-05-11 17:50:00+00:00,2026-05-11 18:55:56.787267+00:00,
SN30247,fallback_data,9.0,2026-05-11 18:00:00+00:00,2026-05-11 18:55:56.787268+00:00,
SN30247,fallback_data,8.8,2026-05-11 18:10:00+00:00,2026-05-11 18:55:56.787269+00:00,
SN30247,fallback_data,8.6,2026-05-11 18:20:00+00:00,2026-05-11 18:55:56.787270+00:00,
SN30247,fallback_data,8.5,2026-05-11 18:30:00+00:00,2026-05-11 18:55:56.787271+00:00,
SN30247,fallback_data,8.4,2026-05-11 18:40:00+00:00,2026-05-11 18:55:56.787272+00:00,
SN30247,fallback_data,8.4,2026-05-11 18:50:00+00:00,2026-05-11 20:46:13.220730+00:00,
SN30247,fallback_data,8.4,2026-05-11 19:00:00+00:00,2026-05-11 20:46:13.220730+00:00,
SN30247,fallback_data,8.4,2026-05-11 19:10:00+00:00,2026-05-11 20:46:13.220731+00:00,
SN30247,fallback_data,8.3,2026-05-11 19:20:00+00:00,2026-05-11 20:46:13.220732+00:00,
SN30247,fallback_data,8.3,2026-05-11 19:30:00+00:00,2026-05-11 20:46:13.220733+00:00,
SN30247,fallback_data,8.2,2026-05-11 19:40:00+00:00,2026-05-11 20:46:13.220734+00:00,
SN30247,fallback_data,8.0,2026-05-11 19:50:00+00:00,2026-05-11 20:46:13.220735+00:00,
SN30247,fallback_data,7.9,2026-05-11 20:00:00+00:00,2026-05-11 20:46:13.220735+00:00,
SN30247,fallback_data,7.9,2026-05-11 20:10:00+00:00,2026-05-11 20:46:13.220736+00:00,
SN30247,fallback_data,7.8,2026-05-11 20:20:00+00:00,2026-05-11 20:46:13.220737+00:00,
SN30247,fallback_data,7.6,2026-05-11 20:30:00+00:00,2026-05-11 20:46:13.220738+00:00,
SN30247,fallback_data,7.5,2026-05-11 20:40:00+00:00,2026-05-11 22:04:20.534813+00:00,
SN30247,fallback_data,7.4,2026-05-11 20:50:00+00:00,2026-05-11 22:04:20.534814+00:00,
SN30247,fallback_data,7.3,2026-05-11 21:00:00+00:00,2026-05-11 22:04:20.534816+00:00,
SN30247,fallback_data,7.3,2026-05-11 21:10:00+00:00,2026-05-11 22:04:20.534817+00:00,
SN30247,fallback_data,7.2,2026-05-11 21:20:00+00:00,2026-05-11 22:04:20.534818+00:00,
SN30247,fallback_data,7.1,2026-05-11 21:30:00+00:00,2026-05-11 22:04:20.534819+00:00,
SN30247,fallback_data,7.2,2026-05-11 21:40:00+00:00,2026-05-11 22:04:20.534820+00:00,
SN30247,fallback_data,7.1,2026-05-11 21:50:00+00:00,2026-05-11 22:04:20.534822+00:00,
SN30247,fallback_data,7.0,2026-05-11 22:00:00+00:00,2026-05-11 23:55:19.803643+00:00,
SN30247,fallback_data,6.8,2026-05-11 22:10:00+00:00,2026-05-11 23:55:19.803644+00:00,
SN30247,fallback_data,6.6,2026-05-11 22:20:00+00:00,2026-05-11 23:55:19.803645+00:00,
SN30247,fallback_data,6.5,2026-05-11 22:30:00+00:00,2026-05-11 23:55:19.803646+00:00,
SN30247,fallback_data,6.5,2026-05-11 22:40:00+00:00,2026-05-11 23:55:19.803646+00:00,
SN30247,fallback_data,6.3,2026-05-11 22:50:00+00:00,2026-05-11 23:55:19.803647+00:00,
SN30247,fallback_data,6.3,2026-05-11 23:00:00+00:00,2026-05-11 23:55:19.803648+00:00,
SN30247,fallback_data,6.2,2026-05-11 23:10:00+00:00,2026-05-11 23:55:19.803649+00:00,
SN30247,fallback_data,6.3,2026-05-11 23:20:00+00:00,2026-05-11 23:55:19.803650+00:00,
SN30247,fallback_data,6.4,2026-05-11 23:30:00+00:00,2026-05-11 23:55:19.803651+00:00,
SN30247,fallback_data,6.3,2026-05-11 23:40:00+00:00,2026-05-11 23:55:19.803651+00:00,
SN30247,fallback_data,6.2,2026-05-11 23:50:00+00:00,2026-05-12 02:39:40.933062+00:00,
SN30247,fallback_data,6.0,2026-05-12 00:00:00+00:00,2026-05-12 02:39:40.933063+00:00,
SN30247,fallback_data,5.7,2026-05-12 00:10:00+00:00,2026-05-12 02:39:40.933064+00:00,
SN30247,fallback_data,5.8,2026-05-12 00:20:00+00:00,2026-05-12 02:39:40.933065+00:00,
SN30247,fallback_data,5.7,2026-05-12 00:30:00+00:00,2026-05-12 02:39:40.933066+00:00,
SN30247,fallback_data,5.2,2026-05-12 00:40:00+00:00,2026-05-12 02:39:40.933067+00:00,
SN30247,fallback_data,5.0,2026-05-12 00:50:00+00:00,2026-05-12 02:39:40.933068+00:00,
SN30247,fallback_data,5.1,2026-05-12 01:00:00+00:00,2026-05-12 02:39:40.933069+00:00,
SN30247,fallback_data,5.2,2026-05-12 01:10:00+00:00,2026-05-12 02:39:40.933070+00:00,
SN30247,fallback_data,5.3,2026-05-12 01:20:00+00:00,2026-05-12 02:39:40.933071+00:00,
SN30247,fallback_data,4.9,2026-05-12 01:30:00+00:00,2026-05-12 02:39:40.933072+00:00,
SN30247,fallback_data,5.0,2026-05-12 01:40:00+00:00,2026-05-12 02:39:40.933073+00:00,
SN30247,fallback_data,4.8,2026-05-12 01:50:00+00:00,2026-05-12 02:39:40.933074+00:00,
SN30247,fallback_data,4.8,2026-05-12 02:00:00+00:00,2026-05-12 02:39:40.933075+00:00,
SN30247,fallback_data,4.5,2026-05-12 02:10:00+00:00,2026-05-12 02:39:40.933076+00:00,
SN30247,fallback_data,4.2,2026-05-12 02:20:00+00:00,2026-05-12 02:39:40.933077+00:00,
SN30247,fallback_data,4.3,2026-05-12 02:30:00+00:00,2026-05-12 06:12:21.024672+00:00,
SN30247,fallback_data,3.9,2026-05-12 02:40:00+00:00,2026-05-12 06:12:21.024673+00:00,
SN30247,fallback_data,4.0,2026-05-12 02:50:00+00:00,2026-05-12 06:12:21.024673+00:00,
SN30247,fallback_data,4.1,2026-05-12 03:00:00+00:00,2026-05-12 06:12:21.024674+00:00,
SN30247,fallback_data,3.8,2026-05-12 03:10:00+00:00,2026-05-12 06:12:21.024677+00:00,
SN30247,fallback_data,3.6,2026-05-12 03:20:00+00:00,2026-05-12 06:12:21.024678+00:00,
SN30247,fallback_data,4.2,2026-05-12 03:30:00+00:00,2026-05-12 06:12:21.024679+00:00,
SN30247,fallback_data,4.4,2026-05-12 03:40:00+00:00,2026-05-12 06:12:21.024680+00:00,
SN30247,fallback_data,4.4,2026-05-12 03:50:00+00:00,2026-05-12 06:12:21.024681+00:00,
SN30247,fallback_data,4.4,2026-05-12 04:00:00+00:00,2026-05-12 06:12:21.024682+00:00,
SN30247,fallback_data,4.7,2026-05-12 04:10:00+00:00,2026-05-12 06:12:21.024682+00:00,
SN30247,fallback_data,4.8,2026-05-12 04:20:00+00:00,2026-05-12 06:12:21.024683+00:00,
SN30247,fallback_data,4.9,2026-05-12 04:30:00+00:00,2026-05-12 06:12:21.024684+00:00,
SN30247,fallback_data,4.8,2026-05-12 04:40:00+00:00,2026-05-12 06:12:21.024685+00:00,
SN30247,fallback_data,4.3,2026-05-12 04:50:00+00:00,2026-05-12 06:12:21.024686+00:00,
SN30247,fallback_data,4.4,2026-05-12 05:00:00+00:00,2026-05-12 06:12:21.024687+00:00,
SN30247,fallback_data,4.8,2026-05-12 05:10:00+00:00,2026-05-12 06:12:21.024688+00:00,
SN30247,fallback_data,5.1,2026-05-12 05:20:00+00:00,2026-05-12 06:12:21.024689+00:00,
SN30247,fallback_data,5.7,2026-05-12 05:30:00+00:00,2026-05-12 06:12:21.024689+00:00,
SN30247,fallback_data,6.1,2026-05-12 05:40:00+00:00,2026-05-12 06:12:21.024690+00:00,
SN30247,fallback_data,6.5,2026-05-12 05:50:00+00:00,2026-05-12 06:12:21.024691+00:00,
SN30247,fallback_data,6.7,2026-05-12 06:00:00+00:00,2026-05-12 09:34:44.370637+00:00,
SN30247,fallback_data,6.8,2026-05-12 06:10:00+00:00,2026-05-12 09:34:44.370638+00:00,
SN30247,fallback_data,7.1,2026-05-12 06:20:00+00:00,2026-05-12 09:34:44.370641+00:00,
SN30247,fallback_data,7.3,2026-05-12 06:30:00+00:00,2026-05-12 09:34:44.370642+00:00,
SN30247,fallback_data,7.7,2026-05-12 06:40:00+00:00,2026-05-12 09:34:44.370643+00:00,
SN30247,fallback_data,8.0,2026-05-12 06:50:00+00:00,2026-05-12 09:34:44.370644+00:00,
SN30247,fallback_data,8.5,2026-05-12 07:00:00+00:00,2026-05-12 09:34:44.370645+00:00,
SN30247,fallback_data,8.9,2026-05-12 07:10:00+00:00,2026-05-12 09:34:44.370645+00:00,
SN30247,fallback_data,9.6,2026-05-12 07:20:00+00:00,2026-05-12 09:34:44.370646+00:00,
SN30247,fallback_data,9.4,2026-05-12 07:30:00+00:00,2026-05-12 09:34:44.370647+00:00,
SN30247,fallback_data,10.0,2026-05-12 07:40:00+00:00,2026-05-12 09:34:44.370648+00:00,
SN30247,fallback_data,9.9,2026-05-12 07:50:00+00:00,2026-05-12 09:34:44.370649+00:00,
SN30247,fallback_data,10.4,2026-05-12 08:00:00+00:00,2026-05-12 09:34:44.370650+00:00,
SN30247,fallback_data,10.4,2026-05-12 08:10:00+00:00,2026-05-12 09:34:44.370651+00:00,
SN30247,fallback_data,11.1,2026-05-12 08:20:00+00:00,2026-05-12 09:34:44.370652+00:00,
SN30247,fallback_data,11.1,2026-05-12 08:30:00+00:00,2026-05-12 09:34:44.370653+00:00,
SN30247,fallback_data,10.7,2026-05-12 08:40:00+00:00,2026-05-12 09:34:44.370654+00:00,
SN30247,fallback_data,10.6,2026-05-12 08:50:00+00:00,2026-05-12 09:34:44.370655+00:00,
SN30247,fallback_data,10.7,2026-05-12 09:00:00+00:00,2026-05-12 09:34:44.370656+00:00,
SN30247,fallback_data,11.0,2026-05-12 09:10:00+00:00,2026-05-12 09:34:44.370657+00:00,
SN30247,fallback_data,11.5,2026-05-12 09:20:00+00:00,2026-05-12 09:34:44.370658+00:00,
SN30247,fallback_data,12.3,2026-05-12 09:30:00+00:00,2026-05-12 11:51:31.436590+00:00,
SN30247,fallback_data,12.6,2026-05-12 09:40:00+00:00,2026-05-12 11:51:31.436591+00:00,
SN30247,fallback_data,12.9,2026-05-12 09:50:00+00:00,2026-05-12 11:51:31.436592+00:00,
SN30247,fallback_data,12.3,2026-05-12 10:00:00+00:00,2026-05-12 11:51:31.436594+00:00,
SN30247,fallback_data,11.7,2026-05-12 10:10:00+00:00,2026-05-12 11:51:31.436595+00:00,
SN30247,fallback_data,11.4,2026-05-12 10:20:00+00:00,2026-05-12 11:51:31.436596+00:00,
SN30247,fallback_data,11.8,2026-05-12 10:30:00+00:00,2026-05-12 11:51:31.436598+00:00,
SN30247,fallback_data,12.1,2026-05-12 10:40:00+00:00,2026-05-12 11:51:31.436599+00:00,
SN30247,fallback_data,11.6,2026-05-12 10:50:00+00:00,2026-05-12 11:51:31.436600+00:00,
SN30247,fallback_data,11.8,2026-05-12 11:00:00+00:00,2026-05-12 11:51:31.436601+00:00,
SN30247,fallback_data,11.7,2026-05-12 11:10:00+00:00,2026-05-12 11:51:31.436602+00:00,
SN30247,fallback_data,12.7,2026-05-12 11:20:00+00:00,2026-05-12 11:51:31.436603+00:00,
SN30247,fallback_data,12.2,2026-05-12 11:30:00+00:00,2026-05-12 11:51:31.436605+00:00,
SN30247,fallback_data,12.5,2026-05-12 11:40:00+00:00,2026-05-12 14:13:23.844993+00:00,
SN30247,fallback_data,12.3,2026-05-12 11:50:00+00:00,2026-05-12 14:13:23.844994+00:00,
SN30247,fallback_data,12.5,2026-05-12 12:00:00+00:00,2026-05-12 14:13:23.844994+00:00,
SN30247,fallback_data,13.6,2026-05-12 12:10:00+00:00,2026-05-12 14:13:23.844995+00:00,
SN30247,fallback_data,12.3,2026-05-12 12:20:00+00:00,2026-05-12 14:13:23.844996+00:00,
SN30247,fallback_data,12.0,2026-05-12 12:30:00+00:00,2026-05-12 14:13:23.844997+00:00,
SN30247,fallback_data,11.9,2026-05-12 12:40:00+00:00,2026-05-12 14:13:23.844998+00:00,
SN30247,fallback_data,11.4,2026-05-12 12:50:00+00:00,2026-05-12 14:13:23.844999+00:00,
SN30247,fallback_data,10.6,2026-05-12 13:00:00+00:00,2026-05-12 14:13:23.844999+00:00,
SN30247,fallback_data,11.5,2026-05-12 13:10:00+00:00,2026-05-12 14:13:23.845000+00:00,
SN30247,fallback_data,11.2,2026-05-12 13:20:00+00:00,2026-05-12 14:13:23.845001+00:00,
SN30247,fallback_data,11.4,2026-05-12 13:30:00+00:00,2026-05-12 14:13:23.845002+00:00,
SN30247,fallback_data,11.9,2026-05-12 13:40:00+00:00,2026-05-12 14:13:23.845003+00:00,
SN30247,fallback_data,11.6,2026-05-12 13:50:00+00:00,2026-05-12 14:13:23.845003+00:00,
SN30247,fallback_data,11.9,2026-05-12 14:00:00+00:00,2026-05-12 17:08:19.027305+00:00,
SN30247,fallback_data,12.2,2026-05-12 14:10:00+00:00,2026-05-12 17:08:19.027306+00:00,
SN30247,fallback_data,12.5,2026-05-12 14:20:00+00:00,2026-05-12 17:08:19.027307+00:00,
SN30247,fallback_data,12.1,2026-05-12 14:30:00+00:00,2026-05-12 17:08:19.027308+00:00,
SN30247,fallback_data,11.9,2026-05-12 14:40:00+00:00,2026-05-12 17:08:19.027309+00:00,
SN30247,fallback_data,11.5,2026-05-12 14:50:00+00:00,2026-05-12 17:08:19.027310+00:00,
SN30247,fallback_data,11.2,2026-05-12 15:00:00+00:00,2026-05-12 17:08:19.027311+00:00,
SN30247,fallback_data,10.9,2026-05-12 15:10:00+00:00,2026-05-12 17:08:19.027313+00:00,
SN30247,fallback_data,10.9,2026-05-12 15:20:00+00:00,2026-05-12 17:08:19.027314+00:00,
SN30247,fallback_data,11.6,2026-05-12 15:30:00+00:00,2026-05-12 17:08:19.027315+00:00,
SN30247,fallback_data,11.5,2026-05-12 15:40:00+00:00,2026-05-12 17:08:19.027316+00:00,
SN30247,fallback_data,11.3,2026-05-12 15:50:00+00:00,2026-05-12 17:08:19.027317+00:00,
SN30247,fallback_data,11.4,2026-05-12 16:00:00+00:00,2026-05-12 17:08:19.027318+00:00,
SN30247,fallback_data,11.6,2026-05-12 16:10:00+00:00,2026-05-12 17:08:19.027319+00:00,
SN30247,fallback_data,11.9,2026-05-12 16:20:00+00:00,2026-05-12 17:08:19.027320+00:00,
SN30247,fallback_data,11.4,2026-05-12 16:30:00+00:00,2026-05-12 17:08:19.027321+00:00,
SN30247,fallback_data,11.2,2026-05-12 16:40:00+00:00,2026-05-12 17:08:19.027322+00:00,
SN30247,fallback_data,10.7,2026-05-12 16:50:00+00:00,2026-05-12 17:08:19.027323+00:00,
SN30247,fallback_data,10.7,2026-05-12 17:00:00+00:00,2026-05-12 19:46:08.115641+00:00,
SN30247,fallback_data,10.7,2026-05-12 17:10:00+00:00,2026-05-12 19:46:08.115641+00:00,
SN30247,fallback_data,10.6,2026-05-12 17:20:00+00:00,2026-05-12 19:46:08.115642+00:00,
SN30247,fallback_data,10.6,2026-05-12 17:30:00+00:00,2026-05-12 19:46:08.115643+00:00,
SN30247,fallback_data,10.6,2026-05-12 17:40:00+00:00,2026-05-12 19:46:08.115644+00:00,
SN30247,fallback_data,10.5,2026-05-12 17:50:00+00:00,2026-05-12 19:46:08.115645+00:00,
SN30247,fallback_data,10.4,2026-05-12 18:00:00+00:00,2026-05-12 19:46:08.115646+00:00,
SN30247,fallback_data,10.2,2026-05-12 18:10:00+00:00,2026-05-12 19:46:08.115647+00:00,
SN30247,fallback_data,10.2,2026-05-12 18:20:00+00:00,2026-05-12 19:46:08.115647+00:00,
SN30247,fallback_data,10.0,2026-05-12 18:30:00+00:00,2026-05-12 19:46:08.115648+00:00,
SN30247,fallback_data,9.7,2026-05-12 18:40:00+00:00,2026-05-12 19:46:08.115649+00:00,
SN30247,fallback_data,9.3,2026-05-12 18:50:00+00:00,2026-05-12 19:46:08.115650+00:00,
SN30247,fallback_data,8.9,2026-05-12 19:00:00+00:00,2026-05-12 19:46:08.115651+00:00,
SN30247,fallback_data,8.3,2026-05-12 19:10:00+00:00,2026-05-12 19:46:08.115652+00:00,
SN30247,fallback_data,7.8,2026-05-12 19:20:00+00:00,2026-05-12 19:46:08.115652+00:00,
SN30247,fallback_data,7.4,2026-05-12 19:30:00+00:00,2026-05-12 19:46:08.115653+00:00,
SN30247,fallback_data,7.0,2026-05-12 19:40:00+00:00,2026-05-12 21:16:17.004466+00:00,
SN30247,fallback_data,6.6,2026-05-12 19:50:00+00:00,2026-05-12 21:16:17.004467+00:00,
SN30247,fallback_data,6.3,2026-05-12 20:00:00+00:00,2026-05-12 21:16:17.004467+00:00,
SN30247,fallback_data,6.1,2026-05-12 20:10:00+00:00,2026-05-12 21:16:17.004469+00:00,
SN30247,fallback_data,5.7,2026-05-12 20:20:00+00:00,2026-05-12 21:16:17.004469+00:00,
SN30247,fallback_data,5.2,2026-05-12 20:30:00+00:00,2026-05-12 21:16:17.004470+00:00,
SN30247,fallback_data,4.9,2026-05-12 20:40:00+00:00,2026-05-12 21:16:17.004471+00:00,
SN30247,fallback_data,4.5,2026-05-12 20:50:00+00:00,2026-05-12 21:16:17.004472+00:00,
SN30247,fallback_data,4.3,2026-05-12 21:00:00+00:00,2026-05-12 21:16:17.004473+00:00,
SN30247,fallback_data,4.2,2026-05-12 21:10:00+00:00,2026-05-12 22:57:14.776118+00:00,
SN30247,fallback_data,4.0,2026-05-12 21:20:00+00:00,2026-05-12 22:57:14.776119+00:00,
SN30247,fallback_data,3.7,2026-05-12 21:30:00+00:00,2026-05-12 22:57:14.776120+00:00,
SN30247,fallback_data,3.6,2026-05-12 21:40:00+00:00,2026-05-12 22:57:14.776121+00:00,
SN30247,fallback_data,3.6,2026-05-12 21:50:00+00:00,2026-05-12 22:57:14.776123+00:00,
SN30247,fallback_data,3.5,2026-05-12 22:00:00+00:00,2026-05-12 22:57:14.776124+00:00,
SN30247,fallback_data,3.5,2026-05-12 22:10:00+00:00,2026-05-12 22:57:14.776125+00:00,
SN30247,fallback_data,3.3,2026-05-12 22:20:00+00:00,2026-05-12 22:57:14.776126+00:00,
SN30247,fallback_data,3.5,2026-05-12 22:30:00+00:00,2026-05-12 22:57:14.776127+00:00,
SN30247,fallback_data,3.5,2026-05-12 22:40:00+00:00,2026-05-12 22:57:14.776128+00:00,
SN30247,fallback_data,3.1,2026-05-12 22:50:00+00:00,2026-05-13 00:00:24.962967+00:00,
SN30247,fallback_data,2.9,2026-05-12 23:00:00+00:00,2026-05-13 00:00:24.962968+00:00,
SN30247,fallback_data,2.8,2026-05-12 23:10:00+00:00,2026-05-13 00:00:24.962969+00:00,
SN30247,fallback_data,2.8,2026-05-12 23:20:00+00:00,2026-05-13 00:00:24.962970+00:00,
SN30247,fallback_data,2.7,2026-05-12 23:30:00+00:00,2026-05-13 00:00:24.962971+00:00,
SN30247,fallback_data,2.9,2026-05-12 23:40:00+00:00,2026-05-13 00:00:24.962972+00:00,
SN30247,fallback_data,2.8,2026-05-12 23:50:00+00:00,2026-05-13 04:07:47.039555+00:00,
SN30247,fallback_data,2.8,2026-05-13 00:00:00+00:00,2026-05-13 04:07:47.039556+00:00,
SN30247,fallback_data,2.8,2026-05-13 00:10:00+00:00,2026-05-13 04:07:47.039557+00:00,
SN30247,fallback_data,2.9,2026-05-13 00:20:00+00:00,2026-05-13 04:07:47.039559+00:00,
SN30247,fallback_data,3.1,2026-05-13 00:30:00+00:00,2026-05-13 04:07:47.039560+00:00,
SN30247,fallback_data,3.3,2026-05-13 00:40:00+00:00,2026-05-13 04:07:47.039563+00:00,
SN30247,fallback_data,3.3,2026-05-13 00:50:00+00:00,2026-05-13 04:07:47.039565+00:00,
SN30247,fallback_data,3.3,2026-05-13 01:00:00+00:00,2026-05-13 04:07:47.039566+00:00,
SN30247,fallback_data,3.2,2026-05-13 01:10:00+00:00,2026-05-13 04:07:47.039567+00:00,
SN30247,fallback_data,3.1,2026-05-13 01:20:00+00:00,2026-05-13 04:07:47.039569+00:00,
SN30247,fallback_data,3.1,2026-05-13 01:30:00+00:00,2026-05-13 04:07:47.039570+00:00,
SN30247,fallback_data,3.1,2026-05-13 01:40:00+00:00,2026-05-13 04:07:47.039571+00:00,
SN30247,fallback_data,3.1,2026-05-13 01:50:00+00:00,2026-05-13 04:07:47.039573+00:00,
SN30247,fallback_data,2.9,2026-05-13 02:00:00+00:00,2026-05-13 04:07:47.039574+00:00,
SN30247,fallback_data,2.8,2026-05-13 02:10:00+00:00,2026-05-13 04:07:47.039576+00:00,
SN30247,fallback_data,2.9,2026-05-13 02:20:00+00:00,2026-05-13 04:07:47.039577+00:00,
SN30247,fallback_data,3.1,2026-05-13 02:30:00+00:00,2026-05-13 04:07:47.039578+00:00,
SN30247,fallback_data,3.2,2026-05-13 02:40:00+00:00,2026-05-13 04:07:47.039580+00:00,
SN30247,fallback_data,3.3,2026-05-13 02:50:00+00:00,2026-05-13 04:07:47.039581+00:00,
